날짜,공휴일,날씨,유료합계,어른,청소년,어린이,외국인,단체,무료합계,총계,연,월,일,요일
2018-11-20,X,맑음,508,480,8.0,20,27,0,919,1427,2018,11,20,1
2018-11-21,X,비,315,277,32.0,6,4,151,578,893,2018,11,21,2
2018-11-22,X,맑음,4251,553,25.0,3673,29,3809,713,4964,2018,11,22,3
2018-11-23,X,맑음,466,396,37.0,33,21,0,742,1208,2018,11,23,4
2018-11-24,O,구름 많음,700,625,14.0,61,20,0,704,1404,2018,11,24,5
2018-11-25,O,구름 조금,2318,1996,70.0,252,50,67,1381,3699,2018,11,25,6
2018-11-26,X,맑음,439,411,12.0,16,23,0,730,1169,2018,11,26,0
2018-11-27,X,구름 많음,297,223,65.0,9,8,33,626,923,2018,11,27,1
2018-11-28,X,구름 조금,241,206,23.0,12,2,32,654,895,2018,11,28,2
2018-11-29,X,구름 많음,7705,7646,18.0,41,16,7527,767,8472,2018,11,29,3
2018-11-30,X,구름 조금,398,311,42.0,45,30,30,589,987,2018,11,30,4
2018-12-01,O,맑음,2440,2106,35.0,299,46,28,1565,4005,2018,12,1,5
2018-12-02,O,흐림,2221,1851,80.0,290,26,0,1160,3381,2018,12,2,6
2018-12-03,X,흐림,55,44,10.0,1,0,0,301,356,2018,12,3,0
2018-12-04,X,구름 많음,144,116,23.0,5,4,0,466,610,2018,12,4,1
2018-12-05,X,구름 많음,213,150,7.0,56,19,43,602,815,2018,12,5,2
2018-12-06,X,구름 많음,185,161,18.0,6,0,0,693,878,2018,12,6,3
2018-12-07,X,구름 조금,130,81,29.0,20,18,0,310,440,2018,12,7,4
2018-12-08,O,구름 조금,323,200,14.0,109,13,79,484,807,2018,12,8,5
2018-12-09,O,구름 조금,263,227,18.0,18,10,0,545,808,2018,12,9,6
2018-12-10,X,맑음,125,102,17.0,6,9,0,428,553,2018,12,10,0
2018-12-11,X,흐림,326,64,248.0,14,0,0,671,997,2018,12,11,1
2018-12-12,X,맑음,1552,959,156.0,437,6,121,537,2089,2018,12,12,2
2018-12-13,X,구름 조금,464,82,373.0,9,5,359,390,854,2018,12,13,3
2018-12-14,X,맑음,96,80,12.0,4,7,0,360,456,2018,12,14,4
2018-12-15,O,구름 조금,594,465,66.0,63,22,0,787,1381,2018,12,15,5
2018-12-16,O,흐림,429,359,18.0,52,14,0,705,1134,2018,12,16,6
2018-12-17,X,맑음,159,148,4.0,7,15,0,497,656,2018,12,17,0
2018-12-18,X,구름 조금,177,143,24.0,10,22,0,684,861,2018,12,18,1
2018-12-19,X,구름 조금,207,173,29.0,5,0,36,602,809,2018,12,19,2
2018-12-20,X,구름 조금,269,202,55.0,12,13,0,607,876,2018,12,20,3
2018-12-21,X,구름 많음,1102,162,932.0,8,1,0,528,1630,2018,12,21,4
2018-12-22,O,구름 조금,972,816,80.0,76,23,41,1010,1982,2018,12,22,5
2018-12-23,O,맑음,1638,1422,52.0,164,41,32,1310,2948,2018,12,23,6
2018-12-24,X,맑음,499,451,18.0,30,19,0,483,982,2018,12,24,0
2018-12-25,O,흐림,1709,1427,165.0,117,28,0,693,2402,2018,12,25,1
2018-12-26,X,구름 조금,250,223,10.0,17,23,0,502,752,2018,12,26,2
2018-12-27,X,맑음,3498,2960,33.0,505,10,3422,445,3943,2018,12,27,3
2018-12-28,X,맑음,70,59,7.0,4,14,0,287,357,2018,12,28,4
2018-12-29,O,맑음,238,198,13.0,27,27,0,496,734,2018,12,29,5
2018-12-30,O,맑음,449,371,21.0,57,37,0,466,915,2018,12,30,6
2018-12-31,X,맑음,390,343,22.0,25,17,0,444,834,2018,12,31,0
2019-01-01,X,구름 조금,919,776,48.0,95,54,0,605,1524,2019,1,1,1
2019-01-02,X,맑음,175,147,14.0,14,11,0,459,634,2019,1,2,2
2019-01-03,X,맑음,182,153,8.0,21,16,0,595,777,2019,1,3,3
2019-01-04,X,구름 많음,181,144,14.0,23,3,0,509,690,2019,1,4,4
2019-01-05,O,,740,621,32.0,87,16,0,861,1601,2019,1,5,5
2019-01-06,O,,1013,842,34.0,137,17,0,1044,2057,2019,1,6,6
2019-01-07,X,,213,158,8.0,47,26,0,560,773,2019,1,7,0
2019-01-08,X,,152,125,12.0,15,5,0,652,804,2019,1,8,1
2019-01-09,X,구름 많음,100,82,10.0,8,7,0,429,529,2019,1,9,2
2019-01-10,X,구름 많음,203,159,19.0,25,16,31,636,839,2019,1,10,3
2019-01-11,X,,248,198,26.0,24,29,0,566,814,2019,1,11,4
2019-01-12,O,맑음,839,713,42.0,84,5,30,1016,1855,2019,1,12,5
2019-01-13,O,,887,763,31.0,93,56,30,793,1680,2019,1,13,6
2019-01-14,X,,112,93,11.0,8,5,0,321,433,2019,1,14,0
2019-01-15,X,,119,94,11.0,14,5,0,374,493,2019,1,15,1
2019-01-16,X,맑음,169,141,11.0,17,12,0,505,674,2019,1,16,2
2019-01-17,X,맑음,544,366,18.0,160,9,301,676,1220,2019,1,17,3
2019-01-18,X,맑음,238,180,20.0,38,6,0,572,810,2019,1,18,4
2019-01-19,O,흐림,886,737,36.0,113,21,0,852,1738,2019,1,19,5
2019-01-20,O,맑음,1139,970,28.0,141,14,0,925,2064,2019,1,20,6
2019-01-21,X,구름 조금,214,147,24.0,43,6,0,517,731,2019,1,21,0
2019-01-22,X,구름 조금,300,257,17.0,26,4,38,688,988,2019,1,22,1
2019-01-23,X,맑음,213,172,11.0,30,11,0,543,756,2019,1,23,2
2019-01-24,X,구름 조금,290,231,12.0,47,4,0,720,1010,2019,1,24,3
2019-01-25,X,,256,198,25.0,33,16,0,626,882,2019,1,25,4
2019-01-26,O,,885,736,35.0,114,11,73,1138,2023,2019,1,26,5
2019-01-27,O,,1400,1197,42.0,161,32,0,991,2391,2019,1,27,6
2019-01-28,X,,223,191,12.0,20,7,0,480,703,2019,1,28,0
2019-01-29,X,구름 조금,313,267,20.0,26,22,0,625,938,2019,1,29,1
2019-01-30,X,구름 많음,215,173,24.0,18,10,0,501,716,2019,1,30,2
2019-01-31,X,구름 많음,1089,888,29.0,172,11,934,535,1624,2019,1,31,3
2019-02-01,X,맑음,168,137,15.0,16,15,0,458,626,2019,2,1,4
2019-02-02,O,구름 많음,780,678,24.0,78,30,32,850,1630,2019,2,2,5
2019-02-03,O,비,148,129,6.0,13,1,30,257,405,2019,2,3,6
2019-02-04,O,,1883,1631,59.0,193,78,0,667,2550,2019,2,4,0
2019-02-05,O,,3064,2619,101.0,344,200,30,791,3855,2019,2,5,1
2019-02-06,O,,2453,2057,98.0,298,83,0,1593,4046,2019,2,6,2
2019-02-07,X,구름 조금,433,338,13.0,82,9,0,563,996,2019,2,7,3
2019-02-08,X,,395,143,203.0,49,11,192,376,771,2019,2,8,4
2019-02-09,O,맑음,910,745,40.0,125,21,63,861,1771,2019,2,9,5
2019-02-10,O,구름 많음,849,702,54.0,93,44,0,803,1652,2019,2,10,6
2019-02-11,X,맑음,231,183,18.0,30,9,0,501,732,2019,2,11,0
2019-02-12,X,구름 조금,270,221,23.0,26,30,0,771,1041,2019,2,12,1
2019-02-13,X,맑음,254,199,22.0,33,12,0,663,917,2019,2,13,2
2019-02-14,X,구름 많음,706,448,33.0,225,27,0,584,1290,2019,2,14,3
2019-02-15,X,흐림,130,109,11.0,10,1,0,457,587,2019,2,15,4
2019-02-16,O,맑음,987,810,47.0,130,22,0,902,1889,2019,2,16,5
2019-02-17,O,맑음,1788,1507,44.0,237,50,0,1046,2834,2019,2,17,6
2019-02-18,X,,520,394,42.0,84,34,0,564,1084,2019,2,18,0
2019-02-19,X,,106,80,10.0,16,6,0,408,514,2019,2,19,1
2019-02-20,X,,250,194,27.0,29,9,0,582,832,2019,2,20,2
2019-02-21,X,맑음,374,288,33.0,53,10,0,624,998,2019,2,21,3
2019-02-22,X,구름 많음,373,302,35.0,36,9,0,632,1005,2019,2,22,4
2019-02-23,O,맑음,2638,2259,88.0,291,26,2,1448,4086,2019,2,23,5
2019-02-24,O,,5261,4393,165.0,703,118,0,2205,7466,2019,2,24,6
2019-02-25,X,,750,580,46.0,124,29,35,678,1428,2019,2,25,0
2019-02-26,X,,1273,1002,67.0,204,14,0,1012,2285,2019,2,26,1
2019-02-27,X,구름 많음,1716,1283,63.0,370,23,529,879,2595,2019,2,27,2
2019-02-28,X,구름 조금,1210,919,81.0,210,2,0,925,2135,2019,2,28,3
2019-03-01,O,,4730,3868,206.0,656,23,107,1534,6264,2019,3,1,4
2019-03-02,O,,4064,3358,156.0,550,56,0,1427,5491,2019,3,2,5
2019-03-03,O,,3160,2703,135.0,322,21,0,1233,4393,2019,3,3,6
2019-03-04,X,,356,338,9.0,9,2,0,466,822,2019,3,4,0
2019-03-05,X,구름 많음,213,208,2.0,3,16,0,436,649,2019,3,5,1
2019-03-06,X,구름 많음,130,127,0.0,3,2,0,383,513,2019,3,6,2
2019-03-07,X,,516,505,4.0,7,4,0,680,1196,2019,3,7,3
2019-03-08,X,,792,764,2.0,26,18,0,830,1622,2019,3,8,4
2019-03-09,O,,12602,11023,157.0,1422,52,74,5231,17833,2019,3,9,5
2019-03-10,O,,6387,5512,86.0,789,42,0,2867,9254,2019,3,10,6
2019-03-11,X,,420,399,8.0,13,10,0,605,1025,2019,3,11,0
2019-03-12,X,,741,462,0.0,279,13,603,585,1326,2019,3,12,1
2019-03-13,X,,361,347,5.0,9,1,33,703,1064,2019,3,13,2
2019-03-14,X,,492,469,2.0,21,21,0,859,1351,2019,3,14,3
2019-03-15,X,눈/비,397,296,1.0,100,16,128,566,963,2019,3,15,4
2019-03-16,O,구름 많음,5645,4774,81.0,790,68,98,3077,8722,2019,3,16,5
2019-03-17,O,,12169,10313,199.0,1657,51,30,3549,15718,2019,3,17,6
2019-03-18,X,,1055,1019,5.0,31,33,0,890,1945,2019,3,18,0
2019-03-19,X,,973,939,4.0,30,3,31,1104,2077,2019,3,19,1
2019-03-20,X,흐림,253,212,34.0,7,0,0,506,759,2019,3,20,2
2019-03-21,X,구름 많음,446,373,1.0,72,13,60,698,1144,2019,3,21,3
2019-03-22,X,맑음,668,634,11.0,23,36,0,809,1477,2019,3,22,4
2019-03-23,O,눈/비,2097,1760,44.0,293,42,0,1465,3562,2019,3,23,5
2019-03-24,O,맑음,10039,8502,161.0,1376,74,35,2748,12787,2019,3,24,6
2019-03-25,X,구름 많음,768,725,8.0,35,5,0,770,1538,2019,3,25,0
2019-03-26,X,구름 조금,791,739,13.0,39,31,0,953,1744,2019,3,26,1
2019-03-27,X,구름 많음,504,464,10.0,30,21,0,613,1117,2019,3,27,2
2019-03-28,X,구름 많음,761,687,46.0,28,35,108,904,1665,2019,3,28,3
2019-03-29,X,구름 조금,1644,1447,120.0,77,14,188,1226,2870,2019,3,29,4
2019-03-30,O,흐림,1539,1326,44.0,169,29,115,913,2452,2019,3,30,5
2019-03-31,O,구름 조금,3061,2563,111.0,387,53,0,1357,4418,2019,3,31,6
